Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148938,"6,613.63"
DESNZ,UKAEA,23/05/2023,Waste Management,Property,Grundon Waste Management Ltd,5148940,714.81
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148942,"7,750.50"
DESNZ,UKAEA,23/05/2023,Engineering Goods,Fusion,Edm Precision Technologies Ltd,5148943,"1,300.00"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148944,"3,712.50"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148945,"13,289.08"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5148946,"16,298.72"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148947,"3,656.50"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148948,"7,620.09"
DESNZ,UKAEA,23/05/2023,Communications,Support Services,Fulton Paper,5148951,"2,304.00"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148955,"3,659.25"
DESNZ,UKAEA,23/05/2023,Professional Services,Fusion,Environment Agency,5148960,"7,532.00"
DESNZ,UKAEA,23/05/2023,Professional Services,Fusion,Environment Agency,5148962,"1,696.54"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148965,"10,664.16"
